name	group	N	mean	sd	se
138	pan	500	60249.788	1402.07343991598	62.7026304219821
139	pan	500	60430.824	1368.31986154957	61.1931245077586
140	pan	500	60663.028	1402.57526356196	62.7250726576847
141	pan	500	60881.568	1361.51032537701	60.8885927922171
142	pan	500	61020.132	1372.22521718169	61.3677773211535
143	pan	500	61335.304	1423.81759951807	63.6750588016595
144	pan	500	61451.626	1296.81571246967	57.9953617474401
145	pan	500	61780.656	1304.94668449049	58.3589898706742
146	pan	500	61882.51	1424.42954088079	63.7024256513654
147	pan	500	62045.318	1333.45628357153	59.6339779018035
148	pan	500	62241.932	1414.75508384686	63.2697707799
149	pan	500	62398.508	1362.69726557707	60.9416743716682
150	pan	500	62651.734	1426.09478082341	63.7768974455764
151	pan	500	62796.492	1418.27822523804	63.4273304528004
152	pan	500	63004.058	1333.17157768499	59.6212454674857
153	pan	500	63281.596	1380.93539817468	61.7573084570865
154	pan	500	63334.796	1300.52418073381	58.1612094900604
155	pan	500	63593.172	1353.82789983837	60.5450242774873
156	pan	500	63802.042	1303.21101673685	58.2813684490042
157	pan	500	64046.77	1369.6781028076	61.2538669034147
158	pan	500	64224.178	1278.90400626101	57.1943258939287
159	pan	500	64375.236	1264.45540975969	56.5481650148003
160	pan	500	64608.484	1320.06078295106	59.0349129022034
161	pan	500	64653.436	1316.72118813307	58.8855616815966
162	pan	500	64978.796	1320.23721770219	59.0428033041456
163	pan	500	65022.842	1297.69149780792	58.0345280584406
164	pan	500	65224.13	1266.90437622458	56.6576861246026
165	pan	500	65567.216	1240.68851906782	55.4852773507837
166	pan	500	65694.482	1224.93498321429	54.7807578096945
167	pan	500	65839.504	1295.23397735552	57.9246244026872
168	pan	500	66106.304	1295.9345617587	57.9559554896772
169	pan	500	66218.284	1224.48385402239	54.7605826988998
170	pan	500	66397.496	1328.20484195337	59.399126293042
171	pan	500	66626.66	1300.85177444556	58.1758599262298
172	pan	500	66732.588	1270.02634622129	56.7973048673296
173	pan	500	66895.526	1166.86084250675	52.1836032825552
174	pan	500	67132.384	1165.1406653637	52.1066746220514
175	pan	500	67306.672	1228.87595331395	54.957003350497
176	pan	500	67460.656	1272.10984454062	56.8904817447902
177	pan	500	67661.168	1200.8671498543	53.704411580413
178	pan	500	67789.026	1227.31231737188	54.8870754253266
179	pan	500	68081.468	1202.31817209502	53.7693032677549
180	pan	500	68279.392	1236.97382625085	55.3191512376981
181	pan	500	68486.974	1126.51596071404	50.3793253179017
182	pan	500	68614.786	1185.2552925091	53.0062280948351
183	pan	500	68832.778	1215.12065950271	54.3418479102487
184	pan	500	68987.674	1155.15304476839	51.6600146503594
185	pan	500	69189.9	1118.12805648611	50.0042068370533
186	pan	500	69301.68	1161.24915535022	51.9326410035462
187	pan	500	69520.172	1155.32603489657	51.6677510040803
188	pan	500	69744.354	1206.42086989352	53.9527814911266
189	pan	500	69858.99	1083.58813411221	48.4595345497411
190	pan	500	70037.858	1119.57959018263	50.0691213973944
191	pan	500	70234.7	1163.91534738216	52.051876736036
192	pan	500	70320.416	1152.4219903454	51.5378781835586
193	pan	500	70548.116	1114.76545451551	49.8538267053024
194	pan	500	70766.13	1162.24139800408	51.97701544403
195	pan	500	70899.604	1147.55587757997	51.3202590049648
196	pan	500	70979.858	1164.63006324086	52.0838398009288
197	pan	500	71247.754	1124.82917406407	50.3038899256439
198	pan	500	71537.848	1088.99456712624	48.7013175844445
199	pan	500	71513.282	1107.1544103026	49.5134504605063
200	pan	500	71717.484	1125.49519973799	50.3336754992771
201	pan	500	71934.256	1062.68726298088	47.5248191769691
202	pan	500	72070.694	1064.51213263403	47.6064298288593
203	pan	500	72268.892	1095.36681584687	48.986293210622
204	pan	500	72453.354	1070.66309528779	47.8815092412765
205	pan	500	72555.084	1029.6774038776	46.0485733993163
206	pan	500	72810.804	1010.7373276351	45.2015474397713
207	pan	500	72983.774	1018.55391564814	45.5511158827567
208	pan	500	73169.392	1069.59691541202	47.8338282277076
209	pan	500	73334.978	1062.08134107804	47.4977215256928
210	pan	500	73494.862	1023.56535650347	45.7752343311111
211	pan	500	73631.646	1073.1951100207	47.9947443825331
212	pan	500	73691.518	1053.01390410596	47.0922134166675
213	pan	500	74002.106	1007.90271680211	45.0747797895247
214	pan	500	74102.8	1080.78783704175	48.3343014576066
215	pan	500	74208.002	1000.48408222899	44.7430083654103
216	pan	500	74414.54	1013.02932693702	45.3040487646406
217	pan	500	74599.716	1016.28361204154	45.4495848188783
218	pan	500	74735.718	1036.12362525406	46.336857183232
219	pan	500	74981.8	954.843679827128	42.7019075195901
220	pan	500	75114.374	944.335602200386	42.2319720018653
221	pan	500	75265.694	966.41766673481	43.2195119495155
222	pan	500	75477.86	914.480491612084	40.8968108668409
223	pan	500	75613.79	915.380288210363	40.9370509940344
224	pan	500	75786.82	938.703670367557	41.9801043534083
225	pan	500	75867.944	905.535033146986	40.4967578024837
226	pan	500	76058.09	928.370994434129	41.5180130378758
227	pan	500	76218.024	931.987345540967	41.6797411759837
228	pan	500	76431.592	909.959076320004	40.6946070278889
229	pan	500	76536.182	931.664427832348	41.6652998570315
230	pan	500	76748.138	864.85564201145	38.6775201252365
231	pan	500	76911.134	848.811974219944	37.9600254894319
232	pan	500	77050.81	894.345141634218	39.9963306408158
233	pan	500	77228.464	829.160741820035	37.081195659675
234	pan	500	77391.834	850.658678212146	38.0426126026496
235	pan	500	77534.096	845.871484281058	37.8285227816218
236	pan	500	77670.826	905.580135873672	40.4987748577405
237	pan	500	77814.978	828.218745318042	37.0390682954146
238	pan	500	78040.056	818.905533874831	36.6225688178976
239	pan	500	78133.994	829.033656476709	37.0755122303426
240	pan	500	78407.476	759.784679328219	33.9786038248155
241	pan	500	78450.68	789.802858129431	35.3210575920206
242	pan	500	78649.376	742.015625847599	33.1839475952456
243	pan	500	78750.054	779.114652903369	34.8430665231617
244	pan	500	78997.928	760.8525744822	34.0263615479584
245	pan	500	79099.43	679.763215508398	30.3999351696123
246	pan	500	79250.376	731.377193945537	32.7081824571054
247	pan	500	79421.542	708.561878813852	31.6878505458548
248	pan	500	79533.644	743.217212471447	33.2376841826812
249	pan	500	79748.554	696.827381697768	31.1630678811881
250	pan	500	79858.43	726.221390566425	32.477607920419
251	pan	500	80043.058	685.037329582734	30.6358007214384
252	pan	500	80200.678	681.628318547059	30.4833451132021
253	pan	500	80370.126	650.974597028142	29.1124690116092
254	pan	500	80484.456	635.818816329304	28.4346818937155
255	pan	500	80670.774	606.280078834843	27.1136693935728
256	pan	500	80830.506	602.214731744633	26.931861544656
257	pan	500	80958.926	602.870455484586	26.9611864017959
258	pan	500	81113.776	582.529569397507	26.0515143215301
259	pan	500	81310.44	566.507319888255	25.3349775404271
260	pan	500	81400.766	553.332599052639	24.7457861129667
261	pan	500	81568.106	533.250446639929	23.8476849543801
262	pan	500	81709.288	533.500529226889	23.8588689876687
263	pan	500	81850.354	533.344107080142	23.8518735766025
264	pan	500	82037.926	474.959186648668	21.2408205576886
265	pan	500	82141.776	480.917407597042	21.5072802989992
266	pan	500	82297.656	466.219406217145	20.8499656946225
267	pan	500	82417.07	469.872874441878	21.0133537607052
268	pan	500	82615.124	399.097349041589	17.8481760419391
269	pan	500	82772.146	375.334438288215	16.785466366183
270	pan	500	82887.594	375.902901220904	16.8108888013866
271	pan	500	83046.992	364.4902278366	16.3004985315405
272	pan	500	83171.986	344.05070495373	15.3864152796653
273	pan	500	83341.388	295.649635328271	13.2218536423407
274	pan	500	83488.518	271.890954351402	12.1593331279405
275	pan	500	83643.874	197.883910938754	8.84963753025137
276	pan	500	83784.002	188.276653338604	8.41998790882561
277	pan	500	83939.4	128.503471877491	5.74684996925605
278	pan	500	84078	0	0
